YEAR,MONTH,DAY,Temperature
1959,3,13,-1.56
1959,3,14,0.89
1959,3,15,3.94
1959,3,16,-0.94
1959,3,17,-2.06
1959,3,18,-4.94
1959,3,19,6.22
1959,3,20,9.39
1959,3,21,2.22
1959,3,22,-7.11
1959,3,23,2.17
1959,3,24,6.22
1959,3,25,4.0
1959,3,26,3.11
1959,3,27,1.11
1959,3,28,-2.61
1959,3,29,-0.06
1959,3,30,3.5
1959,3,31,5.78
1959,4,1,6.06
1959,4,2,5.17
1959,4,3,6.11
1959,4,4,4.94
1959,4,5,9.83
1959,4,6,7.22
1959,4,7,7.06
1959,4,8,10.06
1959,4,9,5.28
1959,4,10,2.11
1959,4,11,2.83
1959,4,12,2.78
1959,4,13,3.61
1959,4,14,8.56
1959,4,15,12.72
1959,4,16,16.78
1959,4,17,16.17
1959,4,18,17.67
1959,4,19,5.67
1959,4,20,5.17
1959,4,21,4.89
1959,4,22,6.61
1959,4,23,11.28
1959,4,24,11.39
1959,4,25,13.67
1959,4,26,7.56
1959,4,27,6.89
1959,4,28,10.5
1959,4,29,12.39
1959,4,30,9.61
1959,5,1,8.33
1959,5,2,14.11
1959,5,3,16.28
1959,5,4,16.28
1959,5,5,17.22
1959,5,6,18.83
1959,5,7,16.78
1959,5,8,8.89
1959,5,9,12.0
1959,5,10,17.22
1959,5,11,19.17
1959,5,12,19.06
1959,5,13,16.78
1959,5,14,8.5
1959,5,15,6.89
1959,5,16,7.11
1959,5,17,9.33
1959,5,18,13.11
1959,5,19,18.94
1959,5,20,21.83
1959,5,21,20.5
1959,5,22,18.72
1959,5,23,11.06
1959,5,24,14.17
1959,5,25,15.78
1959,5,26,18.83
1959,5,27,23.17
1959,5,28,21.0
1959,5,29,21.89
1959,5,30,19.5
1959,5,31,18.44
1959,6,1,18.83
1959,6,2,13.39
1959,6,3,16.89
1959,6,4,21.28
1959,6,5,21.67
1959,6,6,21.06
1959,6,7,20.11
1959,6,8,24.72
1959,6,9,26.44
1959,6,10,26.67
1959,6,11,25.61
1959,6,12,24.61
1959,6,13,17.83
1959,6,14,14.28
1959,6,15,15.89
1959,6,16,16.44
1959,6,17,15.06
1959,6,18,16.67
1959,6,19,18.89
1959,6,20,22.06
1959,6,21,20.56
1959,6,22,19.72
1959,6,23,16.33
1959,6,24,19.06
1959,6,25,21.17
1959,6,26,25.17
1959,6,27,27.11
1959,6,28,29.83
1959,6,29,29.89
1959,6,30,18.78
1959,7,1,20.83
1959,7,2,19.06
1959,7,3,22.89
1959,7,4,24.0
1959,7,5,25.44
1959,7,6,22.17
1959,7,7,20.33
1959,7,8,24.39
1959,7,9,25.56
1959,7,10,23.28
1959,7,11,22.72
1959,7,12,19.56
1959,7,13,21.94
1959,7,14,22.28
1959,7,15,22.67
1959,7,16,23.61
1959,7,17,25.56
1959,7,18,24.39
1959,7,19,22.89
1959,7,20,21.72
1959,7,21,22.39
1959,7,22,24.11
1959,7,23,24.89
1959,7,24,23.78
1959,7,25,18.11
1959,7,26,20.22
1959,7,27,23.33
1959,7,28,23.89
1959,7,29,25.06
1959,7,30,26.78
1959,7,31,25.5
1959,8,1,22.0
1959,8,2,18.28
1959,8,3,20.83
1959,8,4,22.22
1959,8,5,23.0
1959,8,6,22.44
1959,8,7,21.5
1959,8,8,21.44
1959,8,9,20.28
1959,8,10,20.28
1959,8,11,21.89
1959,8,12,25.17
1959,8,13,26.56
1959,8,14,27.33
1959,8,15,27.28
1959,8,16,24.67
1959,8,17,24.0
1959,8,18,23.17
1959,8,19,22.94
1959,8,20,25.56
1959,8,21,27.33
1959,8,22,25.61
1959,8,23,24.72
1959,8,24,25.61
1959,8,25,26.5
1959,8,26,27.44
1959,8,27,24.28
1959,8,28,25.5
1959,8,29,25.39
1959,8,30,24.56
1959,8,31,22.61
1959,9,1,21.28
1959,9,2,22.28
1959,9,3,21.56
1959,9,4,22.33
1959,9,5,22.61
1959,9,6,24.5
1959,9,7,26.17
1959,9,8,26.89
1959,9,9,27.22
1959,9,10,20.94
1959,9,11,14.17
1959,9,12,14.0
1959,9,13,16.28
1959,9,14,14.83
1959,9,15,13.72
1959,9,16,9.44
1959,9,17,7.78
1959,9,18,10.67
1959,9,19,11.78
1959,9,20,18.06
1959,9,21,22.78
1959,9,22,21.61
1959,9,23,24.78
1959,9,24,19.06
1959,9,25,17.72
1959,9,26,20.67
1959,9,27,20.39
1959,9,28,22.94
1959,9,29,20.61
1959,9,30,15.06
1959,10,1,16.67
1959,10,2,14.33
1959,10,3,20.56
1959,10,4,18.11
1959,10,5,17.39
1959,10,6,17.39
1959,10,7,17.28
1959,10,8,16.94
1959,10,9,14.5
1959,10,10,11.67
1959,10,11,13.33
1959,10,12,6.83
1959,10,13,6.89
1959,10,14,6.83
1959,10,15,8.44
1959,10,16,12.83
1959,10,17,10.06
1959,10,18,6.61
1959,10,19,4.89
1959,10,20,10.28
1959,10,21,4.56
1959,10,22,7.94
1959,10,23,13.0
1959,10,24,12.56
1959,10,25,8.33
1959,10,26,6.06
1959,10,27,4.61
1959,10,28,2.22
1959,10,29,5.44
1959,10,30,6.83
1959,10,31,9.44
1959,11,1,8.94
1959,11,2,4.67
1959,11,3,3.61
1959,11,4,8.89
1959,11,5,14.78
1959,11,6,5.78
1959,11,7,0.44
1959,11,8,2.17
1959,11,9,2.61
1959,11,10,6.89
1959,11,11,9.0
1959,11,12,-0.11
1959,11,13,1.0
1959,11,14,2.28
1959,11,15,-1.89
1959,11,16,2.39
1959,11,17,-5.33
1959,11,18,-7.94
1959,11,19,-0.22
1959,11,20,-1.44
1959,11,21,2.61
1959,11,22,2.78
1959,11,23,7.78
1959,11,24,4.89
1959,11,25,0.39
1959,11,26,-1.94
1959,11,27,-0.44
1959,11,28,-0.89
1959,11,29,-3.72
1959,11,30,-1.22
1959,12,1,1.33
1959,12,2,2.39
1959,12,3,3.67
1959,12,4,3.56
1959,12,5,5.0
1959,12,6,1.56
1959,12,7,-1.72
1959,12,8,0.28
1959,12,9,0.67
1959,12,10,1.06
1959,12,11,2.72
1959,12,12,4.17
1959,12,13,1.22
1959,12,14,-0.44
1959,12,15,3.28
1959,12,16,6.44
1959,12,17,4.17
1959,12,18,0.67
1959,12,19,-0.72
1959,12,20,-3.61
1959,12,21,-2.72
1959,12,22,-6.5
1959,12,23,-5.22
1959,12,24,-2.61
1959,12,25,1.78
1959,12,26,2.89
1959,12,27,6.67
1959,12,28,4.5
1959,12,29,-1.67
1959,12,30,-3.39
1959,12,31,-3.44
1960,1,1,-2.33
1960,1,2,0.11
1960,1,3,1.28
1960,1,4,-4.33
1960,1,5,-7.56
1960,1,6,-6.83
1960,1,7,-1.06
1960,1,8,0.72
1960,1,9,-6.28
1960,1,10,1.44
1960,1,11,-1.44
1960,1,12,-0.78
1960,1,13,2.67
1960,1,14,0.33
1960,1,15,-0.61
1960,1,16,-4.44
1960,1,17,-2.5
1960,1,18,-1.39
1960,1,19,-2.39
1960,1,20,-4.33
1960,1,21,-6.44
1960,1,22,-5.89
1960,1,23,-3.28
1960,1,24,-5.44
1960,1,25,-5.78
1960,1,26,-3.33
1960,1,27,-0.67
1960,1,28,0.5
1960,1,29,0.78
1960,1,30,-2.33
1960,1,31,-2.61
1960,2,1,-0.67
1960,2,2,-6.39
1960,2,3,-7.17
1960,2,4,-4.83
1960,2,5,1.39
1960,2,6,1.94
1960,2,7,-0.94
1960,2,8,-1.06
1960,2,9,1.56
1960,2,10,1.06
1960,2,11,0.33
1960,2,12,-5.06
1960,2,13,-6.67
1960,2,14,-6.39
1960,2,15,-4.78
1960,2,16,0.83
1960,2,17,1.5
1960,2,18,-1.28
1960,2,19,-3.0
1960,2,20,-4.06
1960,2,21,-3.5
1960,2,22,-2.56
1960,2,23,-5.5
1960,2,24,-6.22
1960,2,25,-5.67
1960,2,26,-2.89
1960,2,27,-2.94
1960,2,28,-5.56
1960,2,29,-6.56
1960,3,1,-7.61
1960,3,2,-8.44
1960,3,3,-8.11
1960,3,4,-9.11
1960,3,5,-9.39
1960,3,6,-10.5
1960,3,7,-7.56
1960,3,8,-7.67
1960,3,9,-9.0
1960,3,10,-5.72
1960,3,11,-10.39
1960,3,12,-8.56
1960,3,13,-6.11
1960,3,14,-3.0
1960,3,15,-4.44
1960,3,16,-4.56
1960,3,17,-0.44
1960,3,18,-1.17
1960,3,19,-0.5
1960,3,20,-1.06
1960,3,21,-4.39
1960,3,22,-2.72
1960,3,23,-5.89
1960,3,24,-2.78
1960,3,25,-8.44
1960,3,26,-3.22
1960,3,27,3.83
1960,3,28,6.89
1960,3,29,4.83
1960,3,30,9.44
1960,3,31,3.94
1960,4,1,1.39
1960,4,2,5.44
1960,4,3,7.78
1960,4,4,5.33
1960,4,5,1.22
1960,4,6,-0.5
1960,4,7,2.72
1960,4,8,2.94
1960,4,9,0.33
1960,4,10,0.78
1960,4,11,5.0
1960,4,12,12.39
1960,4,13,10.89
1960,4,14,17.0
1960,4,15,13.22
1960,4,16,10.72
1960,4,17,14.5
1960,4,18,6.67
1960,4,19,4.56
1960,4,20,9.39
1960,4,21,14.11
1960,4,22,16.0
1960,4,23,20.61
1960,4,24,23.61
1960,4,25,18.0
1960,4,26,10.06
1960,4,27,9.39
1960,4,28,7.5
1960,4,29,10.11
1960,4,30,12.67
1960,5,1,7.5
1960,5,2,11.44
1960,5,3,16.89
1960,5,4,17.0
1960,5,5,18.06
1960,5,6,17.78
1960,5,7,14.94
1960,5,8,7.06
1960,5,9,5.5
1960,5,10,4.94
1960,5,11,5.72
1960,5,12,6.67
1960,5,13,7.56
1960,5,14,10.39
1960,5,15,14.78
1960,5,16,18.56
1960,5,17,16.94
1960,5,18,15.33
1960,5,19,17.11
1960,5,20,18.78
1960,5,21,19.61
1960,5,22,16.22
1960,5,23,15.28
1960,5,24,12.67
1960,5,25,14.72
1960,5,26,16.44
1960,5,27,18.78
1960,5,28,17.89
1960,5,29,17.11
1960,5,30,16.28
1960,5,31,18.5
1960,6,1,18.94
1960,6,2,19.28
1960,6,3,20.22
1960,6,4,23.22
1960,6,5,21.28
1960,6,6,14.33
1960,6,7,14.83
1960,6,8,15.94
1960,6,9,15.33
1960,6,10,17.17
1960,6,11,21.39
1960,6,12,18.33
1960,6,13,16.11
1960,6,14,18.11
1960,6,15,18.78
1960,6,16,21.89
1960,6,17,18.22
1960,6,18,13.61
1960,6,19,20.0
1960,6,20,16.5
1960,6,21,19.28
1960,6,22,20.0
1960,6,23,19.89
1960,6,24,19.67
1960,6,25,19.0
1960,6,26,21.11
1960,6,27,22.89
1960,6,28,23.06
1960,6,29,23.0
1960,6,30,22.89
1960,7,1,17.78
1960,7,2,20.39
1960,7,3,22.06
1960,7,4,16.5
1960,7,5,18.17
1960,7,6,17.33
1960,7,7,18.67
1960,7,8,21.89
1960,7,9,23.94
1960,7,10,24.56
1960,7,11,23.56
1960,7,12,25.56
1960,7,13,22.11
1960,7,14,18.28
1960,7,15,17.5
1960,7,16,21.72
1960,7,17,22.94
1960,7,18,22.94
1960,7,19,22.17
1960,7,20,19.44
1960,7,21,18.28
1960,7,22,25.94
1960,7,23,24.06
1960,7,24,21.89
1960,7,25,22.78
1960,7,26,23.72
1960,7,27,22.78
1960,7,28,24.39
1960,7,29,25.33
1960,7,30,25.61
1960,7,31,19.17
1960,8,1,22.11
1960,8,2,24.17
1960,8,3,24.67
1960,8,4,19.39
1960,8,5,20.28
1960,8,6,20.28
1960,8,7,22.22
1960,8,8,23.67
1960,8,9,19.44
1960,8,10,18.83
1960,8,11,18.89
1960,8,12,21.44
1960,8,13,23.17
1960,8,14,23.17
1960,8,15,20.0
1960,8,16,19.44
1960,8,17,22.0
1960,8,18,23.83
1960,8,19,23.17
1960,8,20,22.78
1960,8,21,22.33
1960,8,22,21.06
1960,8,23,22.11
1960,8,24,19.0
1960,8,25,20.5
1960,8,26,23.72
1960,8,27,24.33
1960,8,28,24.94
1960,8,29,25.67
1960,8,30,21.06
1960,8,31,23.72
1960,9,1,26.28
1960,9,2,21.5
1960,9,3,20.17
1960,9,4,23.61
1960,9,5,20.67
1960,9,6,20.0
1960,9,7,22.94
1960,9,8,24.94
1960,9,9,24.17
1960,9,10,16.78
1960,9,11,16.94
1960,9,12,16.5
1960,9,13,13.5
1960,9,14,12.5
1960,9,15,18.33
1960,9,16,16.22
1960,9,17,19.28
1960,9,18,18.11
1960,9,19,17.61
1960,9,20,16.89
1960,9,21,17.67
1960,9,22,20.06
1960,9,23,19.28
1960,9,24,20.17
1960,9,25,22.06
1960,9,26,17.89
1960,9,27,16.67
1960,9,28,15.83
1960,9,29,14.89
1960,9,30,13.11
1960,10,1,8.5
1960,10,2,15.89
1960,10,3,11.89
1960,10,4,13.33
1960,10,5,14.94
1960,10,6,16.67
1960,10,7,11.28
1960,10,8,11.72
1960,10,9,15.06
1960,10,10,15.67
1960,10,11,17.44
1960,10,12,12.61
1960,10,13,16.5
1960,10,14,18.17
1960,10,15,16.89
1960,10,16,13.89
1960,10,17,13.61
1960,10,18,9.94
1960,10,19,10.72
1960,10,20,4.67
1960,10,21,5.61
1960,10,22,7.0
1960,10,23,12.22
1960,10,24,2.89
1960,10,25,2.72
1960,10,26,7.83
1960,10,27,10.33
1960,10,28,9.39
1960,10,29,9.94
1960,10,30,11.33
1960,10,31,12.11
1960,11,1,9.0
1960,11,2,6.78
1960,11,3,6.56
1960,11,4,7.22
1960,11,5,5.5
1960,11,6,2.44
1960,11,7,0.78
1960,11,8,3.94
1960,11,9,6.67
1960,11,10,2.89
1960,11,11,1.44
1960,11,12,2.89
1960,11,13,7.39
1960,11,14,8.44
1960,11,15,14.56
1960,11,16,13.06
1960,11,17,6.17
1960,11,18,6.17
1960,11,19,4.83
1960,11,20,5.56
1960,11,21,4.61
1960,11,22,7.0
1960,11,23,5.22
1960,11,24,3.61
1960,11,25,4.78
1960,11,26,8.28
1960,11,27,11.67
1960,11,28,11.22
1960,11,29,4.72
1960,11,30,-2.61
1960,12,1,-3.33
1960,12,2,-2.5
1960,12,3,1.61
1960,12,4,7.11
1960,12,5,6.89
1960,12,6,9.56
1960,12,7,-0.89
1960,12,8,-4.06
1960,12,9,-8.0
1960,12,10,-2.33
1960,12,11,-7.06
1960,12,12,-8.44
1960,12,13,-11.5
1960,12,14,-4.39
1960,12,15,0.44
1960,12,16,-2.22
1960,12,17,-5.06
1960,12,18,-4.06
1960,12,19,-3.83
1960,12,20,-7.17
1960,12,21,-7.94
1960,12,22,-13.89
1960,12,23,-16.33
1960,12,24,-12.28
1960,12,25,-5.06
1960,12,26,-0.17
1960,12,27,-9.06
1960,12,28,-10.33
1960,12,29,-3.94
1960,12,30,-0.89
1960,12,31,-0.06
1961,1,1,-2.5
1961,1,2,-4.94
1961,1,3,-3.44
1961,1,4,-8.89
1961,1,5,-3.67
1961,1,6,1.94
1961,1,7,2.72
1961,1,8,-2.33
1961,1,9,-7.39
1961,1,10,-2.94
1961,1,11,0.44
1961,1,12,-0.61
1961,1,13,1.72
1961,1,14,3.11
1961,1,15,-0.61
1961,1,16,-0.83
1961,1,17,0.28
1961,1,18,-1.39
1961,1,19,-6.78
1961,1,20,-9.56
1961,1,21,-10.44
1961,1,22,-13.06
1961,1,23,-13.67
1961,1,24,-12.78
1961,1,25,-15.11
1961,1,26,-10.83
1961,1,27,-11.94
1961,1,28,-13.0
1961,1,29,-9.0
1961,1,30,-10.56
1961,1,31,-7.39
1961,2,1,-10.61
1961,2,2,-18.33
1961,2,3,-11.44
1961,2,4,-5.56
1961,2,5,-3.56
1961,2,6,-3.33
1961,2,7,-7.44
1961,2,8,-3.78
1961,2,9,0.28
1961,2,10,0.78
1961,2,11,-4.72
1961,2,12,-2.44
1961,2,13,-1.78
1961,2,14,3.72
1961,2,15,0.0
1961,2,16,-2.5
1961,2,17,1.5
1961,2,18,3.83
1961,2,19,3.44
1961,2,20,-2.44
1961,2,21,-1.33
1961,2,22,1.33
1961,2,23,6.28
1961,2,24,6.17
1961,2,25,2.11
1961,2,26,-0.5
1961,2,27,4.11
1961,2,28,2.0
1961,3,1,2.11
1961,3,2,4.67
1961,3,3,9.56
1961,3,4,4.28
1961,3,5,6.67
1961,3,6,5.67
1961,3,7,2.94
1961,3,8,-0.44
1961,3,9,-0.44
1961,3,10,-4.5
1961,3,11,-0.22
1961,3,12,3.5
1961,3,13,2.5
1961,3,14,3.5
1961,3,15,3.39
1961,3,16,-2.39
1961,3,17,-5.44
1961,3,18,-1.89
1961,3,19,1.83
1961,3,20,1.83
1961,3,21,2.67
1961,3,22,4.61
1961,3,23,4.06
1961,3,24,4.44
1961,3,25,4.44
1961,3,26,7.72
1961,3,27,9.17
1961,3,28,9.17
1961,3,29,3.56
1961,3,30,0.56
1961,3,31,3.17
1961,4,1,3.0
1961,4,2,-0.56
1961,4,3,0.44
1961,4,4,2.89
1961,4,5,3.67
1961,4,6,5.06
1961,4,7,2.61
1961,4,8,1.44
1961,4,9,1.28
1961,4,10,2.17
1961,4,11,5.67
1961,4,12,5.06
1961,4,13,5.0
1961,4,14,5.67
1961,4,15,8.44
1961,4,16,5.67
1961,4,17,1.39
1961,4,18,5.0
1961,4,19,7.11
1961,4,20,7.56
1961,4,21,11.44
1961,4,22,8.94
1961,4,23,10.28
1961,4,24,12.39
1961,4,25,7.06
1961,4,26,7.33
1961,4,27,8.78
1961,4,28,8.17
1961,4,29,5.06
1961,4,30,7.06
1961,5,1,7.67
1961,5,2,4.89
1961,5,3,7.06
1961,5,4,7.28
1961,5,5,9.06
1961,5,6,10.67
1961,5,7,17.0
1961,5,8,15.5
1961,5,9,13.06
1961,5,10,7.28
1961,5,11,11.33
1961,5,12,17.61
1961,5,13,19.5
1961,5,14,20.39
1961,5,15,19.39
1961,5,16,13.22
1961,5,17,9.61
1961,5,18,11.17
1961,5,19,11.78
1961,5,20,13.44
1961,5,21,12.94
1961,5,22,9.44
1961,5,23,11.89
1961,5,24,15.67
1961,5,25,18.78
1961,5,26,5.67
1961,5,27,8.89
1961,5,28,17.22
1961,5,29,15.22
1961,5,30,11.17
1961,5,31,16.67
1961,6,1,17.39
1961,6,2,21.33
1961,6,3,15.56
1961,6,4,19.5
1961,6,5,22.72
1961,6,6,19.72
1961,6,7,16.83
1961,6,8,20.72
1961,6,9,18.5
1961,6,10,20.67
1961,6,11,19.78
1961,6,12,24.56
1961,6,13,25.78
1961,6,14,16.44
1961,6,15,12.5
1961,6,16,14.67
1961,6,17,18.33
1961,6,18,20.83
1961,6,19,22.94
1961,6,20,13.72
1961,6,21,14.33
1961,6,22,18.0
1961,6,23,16.94
1961,6,24,15.83
1961,6,25,16.39
1961,6,26,17.83
1961,6,27,21.0
1961,6,28,24.06
1961,6,29,27.17
1961,6,30,27.39
1961,7,1,23.56
1961,7,2,23.11
1961,7,3,21.0
1961,7,4,15.44
1961,7,5,19.0
1961,7,6,20.22
1961,7,7,19.83
1961,7,8,17.11
1961,7,9,18.06
1961,7,10,20.78
1961,7,11,23.61
1961,7,12,24.56
1961,7,13,21.89
1961,7,14,21.22
1961,7,15,23.06
1961,7,16,22.67
1961,7,17,22.17
1961,7,18,22.22
1961,7,19,24.61
1961,7,20,23.22
1961,7,21,22.94
1961,7,22,25.5
1961,7,23,26.56
1961,7,24,23.67
1961,7,25,22.67
1961,7,26,23.17
1961,7,27,23.17
1961,7,28,24.67
1961,7,29,24.0
1961,7,30,26.0
1961,7,31,23.44
1961,8,1,20.5
1961,8,2,22.0
1961,8,3,23.17
1961,8,4,23.11
1961,8,5,22.11
1961,8,6,19.28
1961,8,7,20.33
1961,8,8,23.67
1961,8,9,25.28
1961,8,10,24.94
1961,8,11,24.17
1961,8,12,22.17
1961,8,13,17.0
1961,8,14,20.72
1961,8,15,24.39
1961,8,16,21.83
1961,8,17,18.44
1961,8,18,20.89
1961,8,19,23.06
1961,8,20,17.94
1961,8,21,18.89
1961,8,22,18.83
1961,8,23,19.39
1961,8,24,21.67
1961,8,25,21.83
1961,8,26,21.89
1961,8,27,21.11
1961,8,28,23.33
1961,8,29,23.44
1961,8,30,24.17
1961,8,31,25.33
1961,9,1,23.72
1961,9,2,24.67
1961,9,3,27.11
1961,9,4,24.72
1961,9,5,22.89
1961,9,6,23.28
1961,9,7,22.61
1961,9,8,23.56
1961,9,9,23.17
1961,9,10,25.39
1961,9,11,26.5
1961,9,12,21.83
1961,9,13,25.17
1961,9,14,23.28
1961,9,15,13.56
1961,9,16,14.72
1961,9,17,16.22
1961,9,18,16.67
1961,9,19,17.78
1961,9,20,19.39
1961,9,21,20.67
1961,9,22,23.06
1961,9,23,21.56
1961,9,24,19.67
1961,9,25,19.67
1961,9,26,15.11
1961,9,27,14.17
1961,9,28,11.72
1961,9,29,8.56
1961,9,30,18.28
1961,10,1,15.44
1961,10,2,9.0
1961,10,3,9.44
1961,10,4,9.89
1961,10,5,15.11
1961,10,6,18.0
1961,10,7,17.5
1961,10,8,16.44
1961,10,9,16.89
1961,10,10,20.0
1961,10,11,19.67
1961,10,12,19.83
1961,10,13,15.94
1961,10,14,7.5
1961,10,15,6.28
1961,10,16,8.11
1961,10,17,13.44
1961,10,18,18.61
1961,10,19,15.0
1961,10,20,11.83
1961,10,21,10.22
1961,10,22,9.83
1961,10,23,11.67
1961,10,24,12.78
1961,10,25,13.11
1961,10,26,8.06
1961,10,27,7.11
1961,10,28,10.83
1961,10,29,13.56
1961,10,30,15.72
1961,10,31,10.83
1961,11,1,8.22
1961,11,2,11.89
1961,11,3,15.83
1961,11,4,3.89
1961,11,5,7.94
1961,11,6,4.0
1961,11,7,4.5
1961,11,8,2.5
1961,11,9,2.06
1961,11,10,2.17
1961,11,11,5.5
1961,11,12,10.44
1961,11,13,11.5
1961,11,14,7.28
1961,11,15,4.11
1961,11,16,10.28
1961,11,17,4.89
1961,11,18,0.11
1961,11,19,-0.61
1961,11,20,0.94
1961,11,21,0.78
1961,11,22,3.61
1961,11,23,6.61
1961,11,24,6.06
1961,11,25,3.44
1961,11,26,7.44
1961,11,27,3.72
1961,11,28,-1.94
1961,11,29,-1.44
1961,11,30,1.11
1961,12,1,2.78
1961,12,2,5.56
1961,12,3,1.67
1961,12,4,9.83
1961,12,5,5.5
1961,12,6,1.39
1961,12,7,1.17
1961,12,8,-3.89
1961,12,9,-3.39
1961,12,10,1.83
1961,12,11,-0.94
1961,12,12,2.89
1961,12,13,-5.83
1961,12,14,-6.11
1961,12,15,-6.28
1961,12,16,-4.39
1961,12,17,1.22
1961,12,18,1.67
1961,12,19,0.78
1961,12,20,0.0
1961,12,21,-2.22
1961,12,22,-2.78
1961,12,23,-4.28
1961,12,24,-2.39
1961,12,25,-2.67
1961,12,26,-1.83
1961,12,27,-0.44
1961,12,28,-6.61
1961,12,29,-12.94
1961,12,30,-9.67
1961,12,31,-7.33
1962,1,1,-5.33
1962,1,2,-5.0
1962,1,3,0.17
1962,1,4,-0.94
1962,1,5,-1.67
1962,1,6,-0.61
1962,1,7,-2.17
1962,1,8,-4.33
1962,1,9,-11.22
1962,1,10,-16.83
1962,1,11,-12.33
1962,1,12,-11.17
1962,1,13,-5.06
1962,1,14,-1.17
1962,1,15,1.11
1962,1,16,-5.17
1962,1,17,-10.78
1962,1,18,-13.06
1962,1,19,-12.5
1962,1,20,-9.28
1962,1,21,-5.28
1962,1,22,-1.11
1962,1,23,-7.94
1962,1,24,-3.61
1962,1,25,-0.17
1962,1,26,0.5
1962,1,27,-2.44
1962,1,28,-7.61
1962,1,29,-6.39
1962,1,30,-6.44
1962,1,31,-12.83
1962,2,1,-12.11
1962,2,2,-16.33
1962,2,3,-2.67
1962,2,4,2.17
1962,2,5,3.61
1962,2,6,-9.72
1962,2,7,-12.28
1962,2,8,-8.83
1962,2,9,-7.28
1962,2,10,-11.17
1962,2,11,-11.5
1962,2,12,-5.89
1962,2,13,-6.67
1962,2,14,-0.67
1962,2,15,-1.83
1962,2,16,-1.61
1962,2,17,-2.33
1962,2,18,-8.06
1962,2,19,-1.67
1962,2,20,-3.78
1962,2,21,-3.06
1962,2,22,0.94
1962,2,23,-5.11
1962,2,24,-5.5
1962,2,25,-5.17
1962,2,26,1.11
1962,2,27,-0.44
1962,2,28,-2.67
1962,3,1,-13.33
1962,3,2,-13.17
1962,3,3,-9.94
1962,3,4,-9.61
1962,3,5,-6.44
1962,3,6,0.67
1962,3,7,-0.06
1962,3,8,-0.67
1962,3,9,0.61
1962,3,10,-0.22
1962,3,11,2.33
1962,3,12,4.5
1962,3,13,2.33
1962,3,14,2.39
1962,3,15,-0.06
1962,3,16,-0.17
1962,3,17,1.83
1962,3,18,2.5
1962,3,19,1.39
1962,3,20,4.06
1962,3,21,2.61
1962,3,22,1.67
1962,3,23,2.67
1962,3,24,2.72
1962,3,25,3.22
1962,3,26,2.44
1962,3,27,5.17
1962,3,28,7.28
1962,3,29,12.78
1962,3,30,9.11
1962,3,31,2.39
1962,4,1,0.67
1962,4,2,0.06
1962,4,3,1.89
1962,4,4,4.89
1962,4,5,6.94
1962,4,6,8.94
1962,4,7,8.39
1962,4,8,4.83
1962,4,9,6.11
1962,4,10,6.06
1962,4,11,5.89
1962,4,12,5.67
1962,4,13,4.0
1962,4,14,2.89
1962,4,15,-0.06
1962,4,16,1.11
1962,4,17,2.33
1962,4,18,7.5
1962,4,19,4.89
1962,4,20,6.28
1962,4,21,9.22
1962,4,22,18.5
1962,4,23,10.67
1962,4,24,10.61
1962,4,25,19.22
1962,4,26,22.06
1962,4,27,22.0
1962,4,28,21.0
1962,4,29,14.83
1962,4,30,18.56
1962,5,1,16.11
1962,5,2,12.11
1962,5,3,11.67
1962,5,4,13.28
1962,5,5,19.5
1962,5,6,20.11
1962,5,7,8.33
1962,5,8,7.0
1962,5,9,8.06
1962,5,10,9.33
1962,5,11,13.44
1962,5,12,12.5
1962,5,13,15.61
1962,5,14,24.33
1962,5,15,26.0
1962,5,16,26.17
1962,5,17,26.0
1962,5,18,27.06
1962,5,19,25.0
1962,5,20,25.44
1962,5,21,16.44
1962,5,22,16.06
1962,5,23,20.78
1962,5,24,19.94
1962,5,25,18.22
1962,5,26,14.78
1962,5,27,14.72
1962,5,28,17.11
1962,5,29,19.83
1962,5,30,22.67
1962,5,31,23.67
1962,6,1,17.56
1962,6,2,13.5
1962,6,3,13.83
1962,6,4,17.94
1962,6,5,19.22
1962,6,6,19.0
1962,6,7,18.44
1962,6,8,19.61
1962,6,9,22.56
1962,6,10,22.83
1962,6,11,21.83
1962,6,12,15.61
1962,6,13,14.78
1962,6,14,16.5
1962,6,15,20.11
1962,6,16,22.56
1962,6,17,25.5
1962,6,18,23.0
1962,6,19,20.11
1962,6,20,17.61
1962,6,21,18.06
1962,6,22,22.94
1962,6,23,23.5
1962,6,24,22.89
1962,6,25,22.67
1962,6,26,19.06
1962,6,27,19.0
1962,6,28,21.33
1962,6,29,25.78
1962,6,30,25.28
1962,7,1,21.11
1962,7,2,20.56
1962,7,3,20.28
1962,7,4,22.39
1962,7,5,22.94
1962,7,6,23.33
1962,7,7,25.11
1962,7,8,25.78
1962,7,9,20.94
1962,7,10,19.89
1962,7,11,25.44
1962,7,12,23.78
1962,7,13,20.22
1962,7,14,21.78
1962,7,15,18.94
1962,7,16,20.5
1962,7,17,22.17
1962,7,18,22.5
1962,7,19,22.06
1962,7,20,23.06
1962,7,21,22.0
1962,7,22,21.39
1962,7,23,20.5
1962,7,24,18.06
1962,7,25,23.44
1962,7,26,18.11
1962,7,27,18.33
1962,7,28,19.67
1962,7,29,20.94
1962,7,30,22.67
1962,7,31,21.0
1962,8,1,19.94
1962,8,2,19.67
1962,8,3,21.94
1962,8,4,23.33
1962,8,5,21.67
1962,8,6,19.78
1962,8,7,22.72
1962,8,8,22.61
1962,8,9,19.5
1962,8,10,18.5
